"","Ailuropoda_melanoleuca","Bos_taurus","Colobus_angolensis_palliatus","Cebus_capucinus_imitator","Canis_familiaris","Capra_hircus","Callithrix_jacchus","Chinchilla_lanigera","Cavia_porcellus","Dasypus_novemcinctus","Equus_asinus_asinus","Equus_caballus","Felis_catus","Gorilla_gorilla","Heterocephalus_glaber","Homo_sapiens","Ictidomys_tridecemlineatus","Loxodonta_africana","Monodelphis_domestica","Macaca_fascicularis","Myotis_lucifugus","Macaca_mulatta","Microcebus_murinus","Mus_musculus","Microtus_ochrogaster","Mustela_putorius_furo","Meriones_unguiculatus","Nomascus_leucogenys","Neovison_vison","Ovis_aries","Oryctolagus_cuniculus","Octodon_degus","Otolemur_garnettii","Papio_anubis","Phascolarctos_cinereus","Peromyscus_maniculatus_bairdii","Pan_paniscus","Panthera_pardus","Pan_troglodytes","Rattus_norvegicus","Saimiri_boliviensis_boliviensis","Sus_scrofa","Tursiops_truncatus","Vombatus_ursinus","Vulpes_vulpes"
"PTHR19302_SF33",1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"PTHR19303_SF220",1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"PTHR19305",4,5,4,5,5,5,4,4,4,4,4,4,4,4,7,4,4,4,5,4,4,4,6,4,5,4,4,5,4,4,5,3,3,4,5,4,4,4,4,4,5,4,4,4,5
"PTHR19307_SF12",1,1,1,1,1,1,1,1,1,2,1,2,1,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR19307_SF13",1,1,1,3,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1
"PTHR19308_SF8",2,4,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
"PTHR19315_SF9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1
"PTHR19321",1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,0,1,2,1,1,1,1,0,1,1,3,1,1,1,1,1,0,1,1,3,1
"PTHR19325_SF19",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1
"PTHR19325_SF207",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR19325_SF328",3,6,2,1,3,4,1,1,1,6,5,6,4,2,0,2,1,2,1,2,8,1,0,0,0,4,0,2,6,5,2,1,0,2,2,2,2,3,2,2,1,1,1,1,3
"PTHR19325_SF341",2,5,3,2,2,2,3,3,2,4,3,2,2,3,2,2,2,2,2,2,4,1,1,2,2,2,2,3,3,3,2,1,1,3,1,2,3,1,3,2,2,3,1,2,2
"PTHR19325_SF344",3,1,1,0,2,1,2,1,2,2,4,2,2,1,1,1,1,1,1,1,4,1,1,2,0,3,0,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,0,1,2
"PTHR19325_SF346",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"PTHR19325_SF50",1,3,1,1,1,1,1,1,1,2,2,2,1,1,0,1,1,1,0,1,10,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,0,1,2,1,2,0,1,1
"PTHR19331_SF250",1,3,1,1,3,1,2,0,0,1,2,3,2,0,1,1,0,1,3,1,1,2,1,1,0,1,0,1,1,1,1,1,1,1,2,2,1,0,1,1,1,1,1,2,3
"PTHR19336",2,2,2,2,2,2,2,3,2,2,2,2,2,3,6,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,4,2,2,2,4,2,3,2,2,3,2,2,2
"PTHR19339",4,14,2,3,9,10,3,1,0,6,5,12,7,2,0,2,0,6,7,2,5,6,0,19,0,5,9,3,5,11,6,0,2,2,16,10,3,3,3,19,2,6,0,14,4
"PTHR19343",4,7,4,2,4,2,6,1,0,4,12,19,8,6,0,5,1,7,8,5,3,7,0,25,0,1,11,6,7,10,5,0,3,7,6,12,4,2,9,38,3,8,0,7,5
"PTHR19346",2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
"PTHR19353",5,7,4,4,5,7,3,5,5,5,4,8,7,4,5,4,5,5,4,5,5,4,4,5,5,5,5,4,4,5,4,5,6,5,5,5,4,6,4,5,4,4,4,5,4
"PTHR19357",1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,2,2,1,1,2,1,1,4,1,1,2,1,1,1,1,0,2,1,0,1,1,1,2,2,1,1,1,0,1
"PTHR19359_SF12",1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,2,2
"PTHR19359_SF16",2,1,1,1,2,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2
"PTHR19367",3,16,6,4,2,15,6,1,2,14,13,35,9,7,0,8,0,12,10,5,5,8,4,11,0,2,2,7,3,13,6,0,6,5,7,8,6,5,9,22,2,20,0,8,2
"PTHR19368",1,1,3,4,3,1,3,1,1,6,1,1,3,4,1,4,2,3,1,4,1,4,1,116,2,4,3,3,2,1,3,1,1,4,1,2,3,1,4,7,2,2,1,1,2
"PTHR19370_SF71",2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR19370_SF74",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,3
"PTHR19370_SF80",2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1
"PTHR19375_SF137",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
"PTHR19375_SF156",2,1,6,5,4,2,3,3,1,2,1,2,2,4,12,1,1,2,1,4,1,2,3,1,6,4,1,4,4,2,3,6,3,7,1,2,7,5,7,5,3,1,1,0,5
"PTHR19375_SF173",1,1,2,2,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,2,1,1,1,1
"PTHR19376_SF11",1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR19378",1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR19384_SF65",1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR19411",1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,0,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
"PTHR19423",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR19424_SF2",2,2,2,1,1,2,2,1,1,3,1,1,2,1,1,1,2,3,8,3,1,1,2,1,1,1,2,1,3,1,1,6,1,3,3,2,1,2,1,1,1,1,1,2,1
"PTHR19430",4,5,3,5,4,7,4,2,1,3,3,4,4,4,2,4,5,2,0,4,5,4,2,3,3,2,3,3,5,5,3,1,4,3,0,3,4,5,5,3,2,4,4,0,4
"PTHR19431_SF0",1,2,4,5,4,6,3,1,1,3,1,1,1,4,3,1,1,1,1,4,5,2,3,1,3,2,1,4,1,4,2,5,2,4,1,1,5,2,5,1,3,1,1,1,4
"PTHR19432",4,4,4,5,4,4,4,3,5,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
"PTHR19441_SF24",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,6,1,1,1,0,1
"PTHR19443",5,5,5,6,5,5,6,5,5,5,5,5,5,6,6,5,5,4,5,5,5,5,5,5,5,6,5,6,5,5,5,5,5,5,5,5,6,5,6,5,6,5,5,5,5
"PTHR19444",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,4,2,1,3,2,2,2,2,2,2,2,4,2,2,2,2,2,1,2,2,3,2
"PTHR19447_SF14",1,1,1,2,1,1,1,0,0,1,2,4,1,1,0,1,0,1,0,1,4,1,1,1,0,1,1,1,1,1,2,0,1,1,0,1,1,1,2,2,2,1,1,0,1
"PTHR19818_SF69",2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"PTHR19831_SF14",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR19831_SF46",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR19846",1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR19847",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR19850",5,5,6,5,5,13,7,5,5,7,5,5,5,5,6,5,5,4,5,5,5,5,5,5,5,6,5,5,6,6,5,6,5,5,5,5,5,5,6,5,5,5,5,5,5
"PTHR19852",3,4,3,3,4,3,4,2,3,5,3,4,4,4,3,3,2,4,2,3,3,3,3,2,2,4,4,3,4,4,5,2,3,3,4,3,3,3,3,3,3,4,3,3,4
"PTHR19853",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR19855",3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2
"PTHR19857",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR19860_SF8",1,3,1,1,2,1,1,1,1,1,1,3,2,1,1,1,2,2,0,1,1,1,1,2,2,2,0,0,2,1,6,1,1,1,0,2,0,1,2,2,0,1,1,0,1
"PTHR19861",1,1,2,2,1,2,1,1,1,3,1,1,1,2,2,1,1,1,5,2,1,2,1,1,1,1,1,3,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,2,1
"PTHR19868",2,2,2,6,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,3,2,2,8,2,1,3,2,1,4,1,3,2,1,1,5,3
"PTHR19872",1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,2,4,1,1,1,2,1,1
"PTHR19877_SF2",1,1,1,2,1,1,1,1,1,3,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1
"PTHR19878",2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2
"PTHR19879",2,3,2,2,2,6,3,2,2,2,1,2,2,3,5,2,2,2,1,2,2,2,2,2,3,2,2,2,2,4,2,2,3,2,2,2,3,2,3,3,2,2,2,3,2
"PTHR19897_SF145",2,1,1,1,2,1,1,1,0,1,1,3,1,1,1,1,1,2,1,1,0,1,1,1,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR19897_SF152",2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2
"PTHR19897_SF156",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR19897_SF158",3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2
"PTHR19897_SF16",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1
"PTHR19897_SF17",2,3,1,1,2,1,1,1,0,4,1,1,0,1,0,1,0,1,1,1,3,0,1,1,1,2,1,1,2,3,1,0,1,1,1,1,1,0,1,1,1,1,1,4,0
"PTHR19918",3,3,3,5,3,3,3,3,3,3,2,3,3,4,4,3,3,3,8,3,2,3,3,3,3,4,3,4,3,4,3,2,3,3,7,2,3,3,4,2,4,3,3,6,4
"PTHR19923",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR19944_SF13",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"PTHR19944_SF44",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,0,1
"PTHR19944_SF47",1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,8,1,6,1,1,2,1,1,1,1,2,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR19944_SF51",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"PTHR19944_SF52",1,3,2,2,2,3,2,1,1,1,5,2,0,2,1,15,1,4,0,2,7,0,2,1,1,2,1,2,2,4,1,1,1,1,1,2,3,0,2,1,2,1,1,3,2
"PTHR19944_SF58",1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1
"PTHR19955",13,11,23,13,9,12,15,7,7,20,21,15,9,18,7,28,4,6,50,24,42,17,11,32,17,7,11,22,9,11,5,7,8,19,10,25,22,10,31,23,13,13,3,10,15
"PTHR19957",12,13,13,12,13,13,13,13,12,13,13,13,13,13,12,14,11,11,11,13,12,13,15,12,12,13,14,13,14,13,14,14,13,13,12,13,13,14,14,13,12,12,11,14,13
"PTHR19959_SF133",1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"PTHR19960",5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,6,5,5,4,5,5,5,5,5,5,5,6,7,5,5,4,5,5,5,5,5,4,5,5,5,5,5,3,5,5
"PTHR19961",3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
"PTHR19965_SF22",1,1,1,1,1,1,3,1,1,2,1,2,2,1,1,1,1,1,3,1,3,1,1,1,2,1,1,1,1,1,2,4,1,1,1,5,1,2,1,2,2,1,1,4,1
"PTHR19965_SF24",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,14,1,1,17,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0
"PTHR19965_SF8",1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,2
"PTHR19969",2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,1,2
"PTHR19971",7,7,6,5,11,6,5,2,5,8,4,6,6,8,2,6,4,6,4,7,9,6,4,9,3,8,8,6,8,7,5,3,7,5,5,9,6,5,5,7,5,5,2,4,8
"PTHR19972",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,2,3,3,2,3,3,3,3,3,3,3,3,3
"PTHR20371",1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,3,1,1,2,1,3,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,2,2,1,1,1,1,1,1
"PTHR20383",2,6,1,2,4,3,2,2,2,1,5,5,3,4,3,7,2,2,3,1,5,3,4,1,1,2,1,3,2,4,4,4,3,1,3,2,2,3,4,1,1,4,1,3,4
"PTHR20437",2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,2,2,2,2,2,2,2,1,1
"PTHR20531",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR20648_SF0",1,1,2,6,1,2,4,5,1,1,1,1,4,4,3,1,1,1,1,2,4,1,1,1,2,1,2,3,4,3,1,9,4,1,4,2,3,3,5,3,2,1,1,2,3
"PTHR20765",1,1,1,1,1,1,1,0,0,1,0,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR20766",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR20835_SF0",1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,8,2,1,3,2,0,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1,3,1,1,1,1,2,1
"PTHR20837_SF2",3,1,1,2,2,1,1,1,0,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
"PTHR20843",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3
"PTHR20852_SF45",1,2,2,3,1,2,2,2,1,3,1,1,1,3,4,1,1,1,1,2,2,1,1,1,5,1,1,4,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2
"PTHR20854_SF19",1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR20854_SF26",1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,3,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,2,1
"PTHR20854_SF29",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
"PTHR20855_SF33",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR20855_SF40",1,1,1,1,1,1,2,1,1,2,1,1,1,2,5,1,2,1,1,2,2,1,4,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1
"PTHR20856",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"PTHR20859_SF9",1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1
"PTHR20863_SF5",2,1,4,4,2,1,1,1,1,4,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,5,2,2,3,1,1,3,1,1,2,1,1,1,1
"PTHR20886",2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR20889",2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,2,2,3,3,2,1,2,2,2,2,2,3,2,3,2,2,3,2,2,1
"PTHR20899",1,2,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,1,2,2,0,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,3,2,2,2,1,2,2
"PTHR20903_SF0",2,1,1,4,6,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,3,1,1,1,1,3,1,1,1,1,1,3,2,1,2,1,2,2,2,1,1,1,1,2,6
"PTHR20913",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1
"PTHR20914_SF8",1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR20917",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"PTHR20920",2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,0,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,0,3,1
"PTHR20923",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR20931",3,2,2,2,0,2,4,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,3,2,1,0,2,0,2,2,2,1,2,1,2,2,2,2,2,2,0,2,1,2
"PTHR20933",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR20934_SF0",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,2
"PTHR20937",3,3,2,3,3,3,2,2,2,2,1,4,3,3,2,3,3,3,2,3,1,3,2,3,3,1,3,3,2,2,1,2,2,3,3,2,2,3,4,3,3,3,3,2,3
"PTHR20938",1,1,1,1,8,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2
"PTHR20951",1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR20952",1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,3,3,1,1,0,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1
"PTHR20957",1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,0,1,2,1,1,2,1,3,1,1,1,1,1,1
"PTHR20971_SF0",1,2,1,5,2,4,1,2,1,2,1,1,1,1,2,1,2,2,1,3,1,1,2,1,1,1,1,1,1,1,3,2,1,3,1,3,1,1,2,2,3,2,1,1,1
"PTHR20981",4,6,12,8,13,7,7,6,3,13,5,7,4,11,10,1,5,6,2,6,10,5,7,1,9,4,4,12,3,6,11,21,26,13,6,7,12,7,11,35,18,2,1,4,7
"PTHR20988",1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,2,1,1,1,1,3,1,1,1,2,2,3,1,1,2,2,1,1,1,1,1,1,1
"PTHR21013",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR21014",2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR21017",4,4,4,4,3,4,4,4,4,3,4,4,3,4,5,4,4,4,3,4,3,3,4,4,5,4,6,4,3,3,3,6,4,4,4,4,4,4,5,4,4,3,4,3,5
"PTHR21021",1,1,1,1,1,3,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
"PTHR21024_SF0",1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,2,1,2,1,3,1,1,1,1,1,1
"PTHR21026_SF2",1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1
"PTHR21029",1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,1,2,2,3,2
"PTHR21032",1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2
"PTHR21038",1,1,2,1,2,2,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
